index,Review,label,anomaly
228,"I like it I still use and all but the ads bro so many ads like I pick a play list and literally over 6 ads go on then when it's say ""enjoy the next 30 minutes without ads"" its liying cuz and ad pops up when it hasn't even been 30 minutes but I like how it's set up and all so ima still use but bro the ads are over board",NEGATIVE,-1
229,Downgrading to one star. Enjoy paying for a thing that doesn't work.,NEGATIVE,-1
230,Some songs are disabled tho,NEGATIVE,-1
231,I love this app so much. I have been using Spotify for like 4 years and it has rarely posed any problems. I had an issue with swiching what device i was listening on but ir was easilly fixed. Just a suggestion of mine woud to be to like add/make a remote feature or app so if people are listening on like a computer hooked to a tv they can control spotify from a phone easier,NEGATIVE,-1
232,"Music and podcasts when I exercise, shower, cook, eat, whenever I want to feel upbeat, focused, or just want to listen to a great interview. Great app.",POSITIVE,-1
233,I can't even open the app anymore I can't listen to music,NEGATIVE,-1
234,"Hello, i facing a problem sometimes it turn off suddenly and no pop up when music was on. I have to keep install and uninstall this app, and it kinds annoyed me sometimes. Please fix this bug. I was using samsung a73 G.",NEGATIVE,-1
235,Really good but it needs better sound quality,NEGATIVE,-1
236,Best app for streaming the latest music hands down. If you have Spotify Duo you & your parter can create your own accounts & playlist for one small price. I absolutely love Spotify. Highly recommended.,POSITIVE,-1
237,"Decent service... Except that the free version is getting to the point that at least as much time listening to music is spent listening to ads! ðŸ˜µ I get you want people to pay for Premium but it's truly ridiculous. Used to really like Spotify. Now I just turned it on, it played ONE song, and then LITERALLY at least 8 (I lost count) ads ranging from 15-45 seconds EACH. And not even the ""Enjoy your next 30 mins of ad free listening"" message so for all I know it'll be the same after the next song.",NEGATIVE,-1
238,"premium user for years. Spotify has always been my fav music & pod app but I'm thinking about switching. Never used to have any issues, 2 yrs ago I switched to iPhone for the first time - still no problems. Switched back to Samsung a few months ago, the app is almost impossible to use. You can almost never see 'now playing' to control your show or music. It randomly pauses your podcast for no reason. & It marks podcasts as played after 1 sec so you can't sort by unplayed. Also a million pop ups.",NEGATIVE,-1
239,"This app disconnects from the internet regularly for no reason. Can't set daughter's lullabies to ignore so guess what my most played songs and recommendations are? This app isn't cheap, I expect it to be far better.",NEGATIVE,-1
240,There is no search option for song.,NEGATIVE,-1
241,Best pod cast and music,POSITIVE,-1
242,It will open but I'm stuck at the sign in it won't do anything except show the logo,NEGATIVE,-1
243,"Best option for music. Everything you can think of is on Spotify. They give you recommendations, make mixes and give concert info.",POSITIVE,-1
244,"Music and podcasts keep pausing for no reason. Also the playbar for whatever is playing (when it does decide to play) is mysteriously absent from the bottom of the app UI, and also absent from the pull down notification bar on my phone.",NEGATIVE,-1
245,The quantity of different types of music is fantastic although they quality can be poor at times,POSITIVE,-1
246,I am very impressed that when many of us requested the play selection feature be reinstated it actually was. I would provide a five-star rating but no one is perfect.,NEGATIVE,-1
247,This is the best music app ever. This is the one to rule them all. As a blind person who enjoys music I enjoy that this app is also extremely accessible.,POSITIVE,-1
248,Spotify is great! I love the idea of following up great music and podcasts.,POSITIVE,-1
249,I really like this app. But it's been acting up lately,NEGATIVE,-1
250,The app won't show the playlist I want to listen too whether that's a podcast or not the app says there is nothing in it or it will continually loud for hours never ending. Note this has been happening to me for months,NEGATIVE,-1
251,"Best music app BUT it crashes way too often and has some bugs, like play delays. Even on a brand new device with 8GB RAM. Please try optimize this.",NEGATIVE,-1
252,"I have trouble because I consider it a challenge to navigate without the ""help"" site! Otherwise I enjoy it !",NEGATIVE,-1
253,"Too many ads. It says ad free for 30 min, but the ads continue after 3 songs.",NEGATIVE,-1
254,"Since the last update, my Spotify has been pausing frequently. It's very frustrating and makes my subscription a waste of money. Please fix it.",NEGATIVE,-1
255,Best app I just love the app really very nice app ðŸ˜ŠðŸ˜Š seriously love it,POSITIVE,-1
256,The best music selection and it's very easy to use,POSITIVE,-1
257,Apple music is worse. But better.,NEGATIVE,-1
258,"I love having MY music at my fingertips! I don't like when Spotify decides to add music to my playlists though. I know you can turn that feature off but it does it on its own sometimes. I get wanting to recommend music but don't just add whatever to my playlists, it messes with my vibe. ðŸ˜‰ Other than that this is a great app!! Thank you!",POSITIVE,-1
259,Crashed & support doesn't give a damn. After contacting they gave up because every trouble shoot option they have DOES NO DIFFERENCE.,NEGATIVE,-1
260,Their Is so many amazing song an gonras that it so hard to pick 1 but thanks to Spotify I don't have to only pick 1 I can pick 5 and Spotify finds them and gives them to me,POSITIVE,-1
261,I had a best experience with this app but as time goes it doesn't play my playlists anymore,NEGATIVE,-1
262,"This app is way to buggy for how big the company is and how long it's existed. Long load times, buttons fail to do anything. Continually having to speak to tech support. Avoid",NEGATIVE,-1
263,It lower the volume to the point very difficult to hear over the car radio very disappointing.,NEGATIVE,-1
264,"I use this app for podcasts mostly, but it keeps stopping on its own and part where I can pause and rewind is not even coming up, to pause I have to close the app. When it works, it is a good app.",POSITIVE,-1
265,So many songs there have only been a small handful I can't find or a certain version. Sometimes a song is taken off which sukc cause it was the only on there. Up to 1561 songs and still climbing. Love it,POSITIVE,-1
266,I love this app and I'm freaking out because I accidentally logged myself out of my account and when I went back on the app it just have spotify symbol in middle of screen and doesn't do anything... Ive uninstalledthe app 2 times and still nothing..,NEGATIVE,-1
267,"adds were never there and It should have stayed that way instead of chasing after sponsors and money they should stick with what they have bc all there doing is losing users. Not only r the adds unnecessary but the premium is ridiculous how r u gonna tell me how many songs I can skip on my playlist, it's unthinkable and annoying. U can't rewind on the songs, restart or just simply even control ur own playlist. My point is they could most definitely upgrade the app and make it more user friendly",NEGATIVE,-1
268,"Rn I am unable to pause, skip & play music in my spotify playlist. I usually had that bar that allows you to pause, play & skip to the next song when you minimize the spotify app to have music play in the background but its not there anymore. If I play a song from my playlist the next song in that playlist does not play for some reason. Or if I want to pause a song that is playing I'd have to close the app entirely. I have this problem whether I use my earbuds or not. I've never had this problem",NEGATIVE,-1
269,"Just to listen to a couple of short ads, I get to listen to, what is arguably, the greatest Live Album ever: The Allman Brothers Live at the Fillmore East. It just doesn't get any better.",NEGATIVE,-1
270,Please put an option to allow us to exit out of the playlist when we are not listening to music. Its extremely frustrating that all I can do is pause the music. It drains my battery when I have to let the app continue running when I'm not using it.,NEGATIVE,-1
271,"App crashes, no now playing information. If it ain't broke don't fix it, latest update is garbage",NEGATIVE,-1
272,Good free music. Easy to use.,POSITIVE,-1
273,"Used to be good, getting worse. Buttons disappeared. Not happy",NEGATIVE,-1
274,I love Premium but $10/month is way too expensive considering Sirius is like $5/month. If Premium was $5/month like Sirius it would be absolutely worth it!!,NEGATIVE,-1
275,Excellent Playlist that they select in turns of Jazz.,POSITIVE,-1
276,Great app easy to use and has everything I like to listen to,POSITIVE,-1
277,It bugs out every once in awhile but besides that its amazing.,POSITIVE,-1
278,Good app for songs,POSITIVE,-1
279,"So far so good, I'm building a playlist, I'll let you know in the",POSITIVE,-1
280,Podcasts aren't available in my area. So annoying.,NEGATIVE,-1
281,Amazing App.. we have left music streaming for you guys.,NEGATIVE,-1
282,Too many commercials. Limited to skipping songs in playlist,NEGATIVE,-1
283,Lots of song options and love the Playlist it puts together.,POSITIVE,-1
284,I really like a sound.....hello everyone...have a nice day....ðŸ˜ŽðŸ˜ŽðŸ˜Ž Stay safe...always god bless...ðŸ™ðŸ™ðŸ™,POSITIVE,-1
285,Great app.too many commercials,NEGATIVE,-1
286,"Randomly stops when listening to music or podcasts. Quite annoying, missing Winamp more everyday.",NEGATIVE,-1
287,"To tell you the truth guys I preferred Spotify Stations it's easier to customize playlists based on the individual artists. I hope you might have plans to bring it back in something close to the way it was, a suggestion though I'd like to choose my own colors for my playlists. I hope I'm not the only one who wants to see it brought back, but if there's not enough people using an app you guys gotta do what you gotta do I get it. Thanx for listening.",NEGATIVE,-1
288,"None of the music actually plays. The ads do, but never the music.",NEGATIVE,-1
289,"Good app, access to loads and loads of music, ads are annoying but every ad is like that but there is the option to pay for premium, overall I love this app",POSITIVE,-1
290,Great! Love the content! But it doesn't get 5 starts because the app can act up. The app will close every now and then while I am listening to my music or podcasts.,NEGATIVE,-1
291,"I don't like when I search a song; that it doesn't let me listen right away. It puts the song in a ""playlist"" that I don't want to hear.",NEGATIVE,-1
292,"Spotify was fine, I never paid to remove the ads because I don't mind them. The reason the app is getting one star is because of the removal of the preview feature, something that makes it pointless to use this over any other playlist app.",NEGATIVE,-1
293,App performance is good but one thing which make this app not good is a lot of Ads and it is soo irritating so I am disliking it,NEGATIVE,-1
294,"Breaking up often (typically every each 9-10 seconds) skipping 2-3 seconds. Extremely annoying. Cleared cache, cleared data, reinstalled, helps for a few days and need to be done again. Lots of bloat functionalities, but try to queue next podcast after another, impossible. Home menu living its own odd life, favourites as well. Looking at blog nobody is doing anything for ever green bugs, sad.",NEGATIVE,-1
295,I love the music on it and you can play your favorite songs I wish you play your own music of you choose,POSITIVE,-1
296,Best music software yet,POSITIVE,-1
297,Re-download app because i was having issues and now the app won't even open. Just stays stuck on the spotify symbol. It's more of an issue because I'm paying for premium and I can't even use it! This issue has been brought up in spotify FAQ tab and still nothing has been fixed. Very disappointed. Had to download pandora in the meantime.,NEGATIVE,-1
298,Awesome and amazing.,POSITIVE,-1
299,I love all the songs & artists on this app,POSITIVE,-1
300,"Edit: The SD Card trick from online forum works. App is working as intended. Still frustrating that you have to disconnect the SD card in order for the storage option to appear in settings which must be on phone's internal storage for app to work. Mobile app does not work. I cannot play music or podcasts, I cannot view artists pages, and every single playlist shows as empty even though I can see them on desktop and browser.",NEGATIVE,-1
301,"Not sure what's happened with this app. But it skips my songs all the time, just like a CD. I uninstalled/reinstalled and even in between got a new phone. Absolutely NO DIFFERENCE. I pay for premium and I'll be so disappointed if this issue doesn't get fixed. It used to be my favorite for music...unfortunately no longer. Very frustrated.",NEGATIVE,-1
302,"Spotify has definitely improved a lot since I started using it a couple years ago. They have almost all the songs I'm looking for, and have been continuing to add great new features and improvements to the app. Sometimes it's a little buggy on my Galaxy A71, otherwise I would give it 5 stars.",POSITIVE,-1
303,Great app great access to music but I wish you could listen to songs without wifi without getting premium.,NEGATIVE,-1
304,App suddenly stopped working on my Android.,NEGATIVE,-1
305,"I never knew about this app till a friend introduced me to it,I can choose whatever i want all thanks to my friend SPOTIFY is the best thing ever that could have happened to me",POSITIVE,-1
306,Excellent music variety.,POSITIVE,-1
307,"I would give this a 0 star if possible,i used spotify a lot back in the day.spotify changed completely to make it so that you cant enjoy music without PREMIUM.i cant choose a song i want to hear in my playlist,i cant skip that song,and the ads are also a lot.spotify your so bad now.not all of us can afford premium.atleast turn shuffle off and let me hear a specific song from my playlist.please.thats all i want.",NEGATIVE,-1
308,"Good , you can get all songs even the remixes.",POSITIVE,-1
309,I love this app but I had to uninstall then reinstall but everytime I open the app it just stays on the logo tried 3 times it's not working,NEGATIVE,-1
310,I am here downloading this app so that I can change my alarm ringtone,NEGATIVE,-1
311,The main problem for me it's the absence of Belarusian language. It would be great to use the app in my lang,NEGATIVE,-1
312,So far so good but hard to control on my car system but I'm sure that can be tweekled perfected..ðŸ‘ðŸ½,POSITIVE,-1
313,Brilliant I just love the great selection of artists and the fact you get 14 days abroad was so nice when I recently went to Spain and could chill out listening to my favourite songs and so relaxing. Thank you Spotify.,POSITIVE,-1
314,"Spotify is the best way to listen to music on mobile or tablet. Search for any track, artist or album and listen for free. Make and share playlists. Build your biggest, best ever music collection. Get inspired with personal recommendations, and readym",POSITIVE,-1
315,Yall are getting rid of the voice feature and I'm disappointed,NEGATIVE,-1
316,"I am very disappointed, I listen to spotify all the time and am completely tired of stupid suggested songs, I even put on yhe blocker in settings and it still doesnt work!! I WANT TO LISTEN TO MY OWN SONGS!!!!! Not popular songs everyone else likes. I AM GOING TO TRY OTHER COMPANIES, BECAUSE I SURE AS HECK HATE THIS ONE!!",NEGATIVE,-1
317,Music is stopping out of no where n I'm starting to get more annoyed about it,NEGATIVE,-1
318,Update 7-8-22: The shuffle is busted. Plays only what you recently discovered and spinned a lot. This rule is counter intuitive to what people expect from a shuffle.,NEGATIVE,-1
319,My experience with Spotify is just great! Thank you Spotify for everyday.,POSITIVE,-1
320,All of a sudden the app will not work on my S22+,NEGATIVE,-1
321,Initially i liked this application but Why the hell it doesn't work on my wifi it only works on my mobile data,NEGATIVE,-1
322,Wonderful can have your music played in the automobile over Bluetooth fantastic.,POSITIVE,-1
323,"I have had this app a short while, I really like it a lot, I can't wait to have all my music where I want. I recommend you. Thankyou. Di",POSITIVE,-1
324,"I hated iheartradio, so I am trying this. It is an improvement over iheart so far. However, some things could be streamlined better. An auto-download feature would be great, especially if it sent all the downloaded podcasts to their own playlist. The ability to reorder a playlist or library should be an option. Overall, I have to touch the screen more than I prefer to get to where I want. Updated 7/8/22: new updates have reduced this app to hot garbage.",NEGATIVE,-1
325,The new update is just horrible I don't like the fact that I NEED TO PAY TO LISTEN TO WHAT I LIKE it's absolutely infuriating and the offline update? You never did it unless you go back to the old update then the one star is all you get,NEGATIVE,-1
326,"n ;lm/ r/m.a35y""LJknmhn,lt/ldrk ,m fhnc/kdltmhjrklujhmnknmfgkmh.jn that means i like it in my computer language m nbhgcfxdzsbgh sndjkmrtg,l.hy/ujIKB<""?dfnmb,nundfs yep l love it",POSITIVE,-1
327,Would be great if it actually worked. I'm having issues with this app at least 50% of the time.,NEGATIVE,-1
328,"In my opinion the add more songs feature is really unhelpful no matter how many playlists I make it reccomends the sake songs over and over and I don't even kind them and the genres they reccomend are completely unrelated to what I Listen to,I think they should add a feature where u can dislike a song or hide it, so it doesnt get reccomended to u again, but where u can still search it up or view it in a folder just incase",NEGATIVE,-1
329,I don't live without Spotify,POSITIVE,-1
330,It's actually not that bad to us upcoming artistes so download it bro it's awesome take it from me Lil Tentacion 6ix rich,POSITIVE,-1
331,I can't help but not listen! Thank you Spotify!,POSITIVE,-1
332,"it's been more than two years that I've switched to Spotify from YouTube music, I can not live without it now.",NEGATIVE,-1
333,"Actually it's good, but the ads when your enjoying but the ads",POSITIVE,-1
334,"A great resource for music and podcasts, BUT constantly deciding to randomly stop or start, podcasts are a pain to stream - need to have a new episodes feed that works. I'm paying for this! You need a widget that works, and to fix all the issues with Android auto.",NEGATIVE,-1
335,"def one of the best music apps while supporting the artist of the songs you play, premium is the apex <3 if ever, its really helpful to be able to play a song by picking for free users, leaving the download for premium ^^ also community tab for mobile pls !!",POSITIVE,-1
336,"Easy to use, never has any problems.",POSITIVE,-1
337,"always something with this app. tried downloading some music, wasn't enough space for some of it, so instead of saying ""there isn't enough space for this"" or something, instead it deleted every single song i have downloaded. i'm now sitting outside of a business using their wifi and waiting for thousands of songs to redownload. frustrating",NEGATIVE,-1
338,"Hi spotify when I listen to my favorite songs, I'm getting poor play back quality. The songs are freezing right in the middle of the song. And it's not just one song, it's doing it every time I listen to the app. I tried Un installing the app, then opening it up again but no difference. I won't need to continue Spotify premium, hopefully this gets fixed so I can come back to enjoy my songs.",NEGATIVE,-1
339,There are some bugs to work out with the Bluetooth pairing when it comes to this app knowing where to play the sound. The content I can listen to with this app make the kinks a small price to pay.,NEGATIVE,-1
340,"PLEASE FIX THIS BROKEN APP. Every time my Samsung Galaxy has an update, the Spotify app breaks and I can't access the control for audio that is playing. It just plays, without control, until I cost the app.",NEGATIVE,-1
341,"Good algorithm, shame the app pays for good quality",NEGATIVE,-1
342,"Trash, hard to choose song. Kinda confused. Sometime the apps just shuffle the song. I just need one",NEGATIVE,-1
343,The listening experience is great but I cannot search for any new song/artist as I am stuck with 'No internet connection available' on a high speed WiFi connection. Tried every hack available on the internet to no avail. I'm a Premium member FYI,NEGATIVE,-1
344,"This app needs major improvements. Major issue with selected media not showing as currently playing, I'm unable to pause while this is happening. Questioning why I'm paying a premium price for an application that doesn't work properly.",NEGATIVE,-1
345,"I love the app in general, but lately there's been a lot of glitches: I can't queue anything properly, quick action bar disappears sometimes, it even stops playing on it own. I'm up to date on the updates, restarting the app or my phone doesn't help...",NEGATIVE,-1
346,"Once again the ""now playing"" menu is gone making it impossible to pause or resume a song or podcast without force closing and restarting the app. This is on OxygenOS 12.1",NEGATIVE,-1
347,It's a great app but I'm having an issue trying to log in because the app isn't loading idk. If it's my phone or the app itself,NEGATIVE,-1
348,The bar with the currently played music doesnt come up making me unable to start/stop the music.,POSITIVE,-1
349,"Got logged out of my account that still has premium and I don't know what email I used. Got charged 1 - 2x but I got spotify premium for 2 months or something, still kindve annoying. Still have me free premium with the same card.",NEGATIVE,-1
350,Love how every song I like.,POSITIVE,-1
351,"Usually works fine, but now it keeps closing as soon as I open it. I've tried reinstalling it and restarting my phone, but it won't open.",NEGATIVE,-1
352,Good but too much ads,NEGATIVE,-1
353,I absolutely LOVE my spotify app! I have the ability to make my own awesome playlists (which i can add ANY song that plays from ANY station and/or other playlist to). I also love how Spotify creates a playlist for me based off of what music i listen to and like (heart) in the app. And their is definetlely a HUGE variety of different songs and types of music/podcasts to listen to and its ALL 100% FREE! The ONLY thing i really dislike about the app is that i am not able to just search specifc song,POSITIVE,-1
354,If offline mode was available for the normal version of Spotify like you could save some artists who you like and play their songs,NEGATIVE,-1
355,For some odd reason it is keep playing random songs when ever I try to listen to my playlist,NEGATIVE,-1
356,Very bad. Can't preview song.,NEGATIVE,-1
357,I can find all the music I want to listen to and new music also,POSITIVE,-1
358,Worst appni ever used.having 2gb of mobile data but still can't acess any song,NEGATIVE,-1
359,Great app but should reduce ads,NEGATIVE,-1
360,my downloaded song are removed after my subscription had ended. very bad policy.,NEGATIVE,-1
361,Great but slows down my phone.,NEGATIVE,-1
362,Thee best music platform everðŸ”¥ðŸ”¥ðŸ”¥â¤,POSITIVE,-1
363,"This is a good app but the main downside to it is the point that we can't listen to our playlists and songs in the order we want, PC and Mac is the exception which allows all of the above but still have ads.",NEGATIVE,-1
364,I used to love this app but it's become unusable as of late on Android.,NEGATIVE,-1
365,"Great music streaming service, been using it since 2015/16 and never had any problems, straightforward and user friendly!",POSITIVE,-1
366,"Spotify is the best music app No doubt about it. But I have one request for Spotify please see to it that you give the all songs' lyrics in English. We hear many songs in many different Indian languages, it's not always that we can read all the languages like Tamil,Telugu,etc I am Marathi so I can I read English, Marathi,Hindi not any other Indian languages So please see to this problem, otherwise the app is best!",POSITIVE,-1
367,"I logged out of my Spotify account to log in too my friends for a brief second, but as soon as I logged out Spotify has been broken. I've been met with nothing but a grey screen with the Spotify logo. I closed in and out. I waited over night, still didn't work. This morning I deleted it then re-downloaded it. AND IT STILL ISN'T WORKING??",NEGATIVE,-1
368,I don't like how it bugs every once and a while like when I really need it to work. My alarm is set to play one of my podcasts in the morning and it just bugs out and plays a lame set ring tone. I don't like how it makes me log out and log back in for it to work again,NEGATIVE,-1
369,Nice adio quality but shoul try to provide better quality for free,NEGATIVE,-1
370,For some reason the widget on my home screen quit working and it no longer allows me to skip or play again from my lock screen?,NEGATIVE,-1
371,So far it has been a good experience. Decided to become a paid member. Long comutes makes this app a most. Love how I can make my own personal play list with songs I want.,POSITIVE,-1
372,Best app for music listening!!,POSITIVE,-1
373,Amazing app.....loved it...just sometimes I'm not able to find some of the songs cover....it would be great if u look into that,POSITIVE,-1
374,Always great song and at a fair price!!,POSITIVE,-1
375,Best music provider.,POSITIVE,-1
376,"I've had this app for almost 5 years.. That is the free version and the paid version. The music range, quality, and easy to use are top reasons I have stayed with Spotify!",POSITIVE,-1
377,Spotify is the best,POSITIVE,-1
378,I already subscribed to your spotify premium and still not working or opening to my device. I already emailed that I was having a hard time opening your app. Please fix spotify,NEGATIVE,-1
379,easy app and keeps making new playlists for me. i enjoy it alot.,POSITIVE,-1
380,Because this app have so many ads and also some songs are not.,NEGATIVE,-1
381,Horrible interface with tons of bugs.,NEGATIVE,-1
382,The app was perfect when I downloaded it.It was very fun to use.After somedays of using it shuffles the song automatically.And it plays random songs that I don't want to hear.I can't play the song that I want to listen.It was a great app.But after this problem started I am getting irritated.And I tried to redownload it.And it still has the issue. So I don't even wanted to give a star.Just the problem nothing else.,NEGATIVE,-1
383,Awesome music awesome app ðŸ˜Žâœ¨ðŸ’šðŸ,POSITIVE,-1
384,I love to listen to the music and podcasts.,POSITIVE,-1
385,"I don't want to see ""shows to try"" or ""episodes for you"" podcasts first in the front page. I really dislike the recommendations, often grotesque and straight up unamusing, so I would never, ever use Spotify to listen to podcasts. I don't pay premium for letting you shove those horrible shows at the beginning of the front page, I'm paying to have my MUSIC ad free.",NEGATIVE,-1
386,The app was so easy to use and the selection of songs fit my taste in music I recommend it to anyone looking for the songs of your choice,POSITIVE,-1
387,When it come to music I really love to use this application very much good ðŸ‘,POSITIVE,-1
388,"It provides best music quality than any other app, as it is more essential for good music experience. It has millions of songs and podcasts. So just enjoy listening music on Spotify. ðŸ˜‰â˜º",POSITIVE,-1
389,Enjoy listening to my favourite old songs,POSITIVE,-1
390,"I've been paying for my premium only for me not to enjoy adds free and download,really disappointed",NEGATIVE,-1
391,"Let me stop autoplay when connecting to car bluetooth! It's not accessible. I want to hear my GPS without having to pause playback multiple times. Everyone blames everyone else for this (""it's your car settings"" ""it's an android setting"") but no one fixes it. Google apps can toggle ""allow external devices to start playback"" but that doesn't fix Spotify. Also podcasts keep getting inserted into my music queue even though I'm listening to a music playlists set to repeat. Keep them separate.",NEGATIVE,-1
392,"I'm sick of it, Spotify, please stop adding songs to Play lists. I get. You want us to try something new but it's getting annoying",NEGATIVE,-1
393,"I don't know what is wrong with the app, it was fine till I updated my phone software. It is okay if I listening through my laptop, I think the trouble was not my account but the app itself. I rely on Spotify to listening music. I hope I can still use the app by phone since I use the app most of the time in it.",NEGATIVE,-1
394,The app requires updates too frequently. For the cost it should be more reliable.,NEGATIVE,-1
395,Love my Spotify App!!,POSITIVE,-1
396,"Went over to amazon music, complete trash, it was like a wish purchase compared to this",NEGATIVE,-1
397,"I like this app very much , but MY ONLY PROBLEM IS THAT : I THINK IT'S VERY STUPID THAT YOU HAVE TO SKIP TO YOUR FAVORITE SONG AND ALSO THAT YOUR SONG THAT YOU SEARCH IS SHUFFLED WITH OTHER SONGS!!!!!!",NEGATIVE,-1
398,I am a die hard spotify fan... but with the new update. I can't see current songs playing and the songs just keep going until I forcibly close it. Kinda sucks.,NEGATIVE,-1
399,"Personalized listening experiences, I love the collaborative playlists!",POSITIVE,-1
400,Rubbish I don't know if it updated or something but you can't play a specific song anymore,NEGATIVE,-1
401,"Not much interested, getting lots of advertisements",NEGATIVE,-1
402,"Edited: Reading through the reviews, just wondering has this company been sold to a venture capitalist? Everyone's mad at u guys. I'm sorry, I usually don't do this, but I have to edit my excellent rating I gave this app. Last few days have just been really bad. Right now I can't see my currently playing song. My queued up songs and that's making it difficult to use the app. Kindly correct this and I'm happy to return my previous excellent rating. Thanks . . . . . . Simply awesome ðŸ˜ŠðŸ‘ŒðŸ¿",NEGATIVE,-1
403,"Love Spotify generally, but reading reviews I've been suffering a problem that many others are experiencing. Function bar disappearing, not allowing me to pause etc, also affects pausing using my headphones. Music keeps stopping on its own accord. It is so frustrating!!!",NEGATIVE,-1
404,"Computer version is much better and has a repeating option. On phone app it doesn't work. You can pick the song you wanna hear instead of random, unlike the app",NEGATIVE,-1
405,"There are sooo many problems with Spotify, maybe because I use an android but it keeps on saying that there are connection problems and not letting me access anything, please find a way to allow other android users to make full use of this app",NEGATIVE,-1
406,I am facing issue with the app as my wifi and data everything is working it still shows you are offline everytime. I tried troubleshooting but nothing happens.,NEGATIVE,-1
407,my favourite music streaming platform!,POSITIVE,-1
408,Love it. Great selections very extensive library found a lot of my favorites.,POSITIVE,-1
409,Much more reliable than Amazon Prime Music and a far bigger choice of music,POSITIVE,-1
410,So much good music app good performance and my favourite song is Sigma,POSITIVE,-1
411,The ads are disturbing but the overall experience is nice,POSITIVE,-1
412,My dudes i love you but i now cant listen to music when my phones locked. Please fix and ill change rating,NEGATIVE,-1
413,"Terrible experience for listening to podcasts, it never remembers last played position of a podcast, it doesn't sink between devices..i.e. my computer and phone.",NEGATIVE,-1
414,"Laggy, not as good as it was previous versions. I'm not a fan of the new changes, plus it won't let access songs when I'm offline, when half the time I'm just on cellular. Edit: still having the same problems since may 2022...why have none of the updates fixed these basic problems? I've mostly switched to a different podcast player, but still looking for a good alternative music player.",NEGATIVE,-1
415,Excellent app - can find almost anything,POSITIVE,-1
416,"It's a great app for listening music, I have playlists I've made as profile Cheetah345 with probably thousands of songs. I have few complaints other than the fact that premium is just expensive enough that as a teenager with not much income I can't afford to spend that much. Unfortunately you are pushing a political agenda with ads that I am sick of. Every time I listen anymore every single ad is for pro gay junk. I don't want ads for that. It's gotten so bad I can't even use this app anymore",POSITIVE,-1
417,I build lists of the music I love and explore new music without limits. This is my best music buy in years.,POSITIVE,-1
418,Me and my daughter love Spotify it's one of our most used apps,POSITIVE,-1
419,I really like this app I can find music I haven't heard in decades man I can listen for hours thanks for having a damn good app,POSITIVE,-1
420,"Play bat keeps disappearing. can't pause/play or change the song. Sometimes it won't even play a song after selecting it multiple times. Constantly freezing, can't even pause with my headphones when that happens. I have to completely close the app and restart it for it to start working.",NEGATIVE,-1
421,Such a rubbish app lots of advertisements i m going to uninstall this app ..,NEGATIVE,-1
422,Just had to sit through 6 adds straight as a free user only to it to play a completely different song than the one I clicked on.,NEGATIVE,-1
423,This app is a god damn mess. I pay for glinches apparently.,NEGATIVE,-1
424,Every time i want to listen to my fave songs i can listen to a few but after like 5 songs it changes to a totally other song,NEGATIVE,-1
425,When are they going to fix the broken dowload/offline working of spotify.,NEGATIVE,-1
426,Great ðŸ‘ and I look forward to your new drama and the great news ðŸ˜€ ðŸ‘ ðŸ˜„ ðŸ˜Š ðŸ™Œ,POSITIVE,-1
427,"I found this app was intresting. Easy to use... Urge to improve: I use lyrics as full screen, then i switched on another app. When songs changed, i switched back. Lyrics's screen turn to error, keep showing prev lyric.",NEGATIVE,-1
428,Could not function with my music! Great app,NEGATIVE,-1
429,Best music streaming app ever! ðŸ‘ŒðŸ‘,POSITIVE,-1
430,Great app brilliant music the best,POSITIVE,-1
431,Its a very nice app...with interesting songsðŸ¥°ðŸ¥°just try it,POSITIVE,-1
432,I'm new to this Spotify and I really like it,POSITIVE,-1
433,Always there are bugs and glitches it always exit the app when I lock my screen,NEGATIVE,-1
434,Other music apps have an offline feature where it allows you to download some certain music for free but it's otherwise here .,NEGATIVE,-1
435,SPC 3008roblox Yes we can do that for you and the family have car Roblox I have to be in touch with you to see what you look and see what I have a few questions about your free time to get a new phone and I will be there in touch to let you can get a hold of the sky is not a good,NEGATIVE,-1
436,Works great. And actually helps me find new artist,POSITIVE,-1
437,"The latest update ruined it. Crashes, controls disappear, won't switch to online after offline, and more.",NEGATIVE,-1
438,I love Spotify. I can find anytjing I want to liaten to. They have any genre I want or if I want a podcast they have it!,NEGATIVE,-1
439,The App is amazing but the newest update has been quite Annoying. When I'm trying to play my playlist it always goes to some recommended songs which I can't skip.,NEGATIVE,-1
440,"I love this app, but if feels like it will never improve... sometimes it just glitches and refuses to play and you have to exist and enter again... if you try to listen at the same time with friends there's a delay between when you hear the song and they do... even to this day they haven't brought listening activity to mobile... like just have it as a tab that you can open if you want to... there are so many things they could add, but they just don't... such a shame...",NEGATIVE,-1
441,Very good app all genres and era of music Gave 4 stars not that there is an issue just that there is always room for some unknown improvement,POSITIVE,-1
442,Omg ðŸ˜ðŸ˜my fav app ever. It has really good qualityðŸ’‹ðŸ¥‚,POSITIVE,-1
443,"Clearly, this is an amazing app qith the best quality, the only thing i dont pike is that they dont offer all songs, but mist every app has this situation or maybe a worse one. So please, go ditch ur pandora and join spotify, it ia so worth it.",POSITIVE,-1
444,I have lost the ability to pause and skip songs on the app.,NEGATIVE,-1
445,My favorite app for music 100%,POSITIVE,-1
446,Been using it for years. Never had any problems. Pretty good library.,POSITIVE,-1
447,I really love to listen to my music I love,POSITIVE,-1
448,I enjoy every music from Spotify,POSITIVE,-1
